session_id,file,utt_id,Speaker,Dialogue,start_time,end_time,type,teacherMove,reasoning_annot,KC,problem,mastery,reasoning_session,Unnamed: 14,#,selectable
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,0,TEACHER,Hello,0:00:00,0.001736111,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1043,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,1,TEACHER,Send me a message to let me know you,0.002893519,0.007638889,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1044,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,2,TEACHER,are there,0.008796296,0:02:00,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1045,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,3,STUDENT_1,hey,0.002546296,0.004282407,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1046,
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,4,STUDENT_1,doing geometry.,0.005439815,0.008912037,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1047,
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,5,TEACHER,alright,0.010069444,0.011805556,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1048,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,6,TEACHER,What is your question?,0:03:00,0.007291667,TEACHER_MOVE,PROMPTING,The teacher prompts the student to state their question.,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1049,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,7,TEACHER,Is your question what is the measure of angle 1?,0.008449074,0.012037037,TEACHER_MOVE,PROMPTING,The teacher prompts the student to confirm the question.,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1050,yes
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,8,STUDENT_1,looking for m<1,0.013194444,0.007523148,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1051,
20,01801e36-4f2a-ba09-c913-b9e775cf6ed6.json,9,TEACHER,oh ok,0.008680556,0.012152778,,,,Angle Relationships,"Given that a larger angle (TSV = 145 degrees) is comprised of two smaller angles, one of which measures 66 degrees (angle 2), find the measure of the other smaller angle (angle 1).",1,"The student's initial problem involved the Angle Addition Postulate. Throughout the session, the student practiced various angle relationships (Angle Addition, Complementary, Supplementary). While initially confused and requiring direct answers and hints for some problems (like the first one and the complementary angle problem), the student consistently and independently solved the supplementary angle problems by the end of the session, demonstrating a learned ability to apply angle relationship concepts.",,1052,yes
